zpid,bed,bath,sqft,street,city,state,overview,images,price
53976013,3,2.0,2091.0,SW 45th Ave,Portland,OR,"Full of period charm this mid-century modern house boasts a retro kitchen with original teal tile counter tops, freshly painted wood cabinets and a delightful breakfast nook! The original hardwood floors shine in the abundant light filled rooms, two cozy wood-burning fireplaces, and basement family room, allow for many wonderful spaces to enjoy. There is a large, fully fenced backyard great for entertaining and relaxing.  A full basement and attached two-car garage, allows for ample storage, and potential for an accessory dwelling unit. Just 2 blocks, to SW Community Center, Gabriel Park, Driftwood Coffee, and more. Come see this timeless gem!",https://photos.zillowstatic.com/fp/9b490bef384b38a922511d61c97034db-cc_ft_960.jpg https://photos.zillowstatic.com/fp/35bab657c97e24f9ce84bc6a8079b99f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/caefb2cfcbff255f39bd54ffc7f1a84c-cc_ft_576.jpg https://photos.zillowstatic.com/fp/3b7f4166b56d4cffcd55f90715175b8f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/bbd62c7ef306d3426d2095c399986bbb-cc_ft_576.jpg,0.615
53981461,3,2.0,2308.0,SW Alice St,Portland,OR,"Charming bungalow (zoned duplex) near Multnomah Village with original character & historic features has been lovingly restored to a single family home. The covered front porch welcomes you in to an inviting living/dining room w/beautiful fir floors, gas stove fireplace, columns & wainscoting. Cozy kitchen w/granite counters & access to covered back porch. Bedroom w/built-ins on the Main across from sweet remodeled bathroom. Rich original woodwork & fixtures throughout. Upstairs bedrooms & office circle around the family room w/gas fireplace. Upstairs bath w/brand new tub/subway tile & plumbing. Upgrades include vinyl windows, new electrical; re-built garage & concrete driveway. A gardener's paradise w/mature plantings, raised beds, slate patio & shed in a convenient location near shopping, city & freeway access. [Home Energy Score = 2. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10215503]",https://photos.zillowstatic.com/fp/deafd9b7eec81c084f5d277e5fb9bf83-cc_ft_960.jpg https://photos.zillowstatic.com/fp/d39a014590884b26c090c9fe2665480c-cc_ft_576.jpg https://photos.zillowstatic.com/fp/299da3ed9209fe43c88bb5b60c382c89-cc_ft_576.jpg https://photos.zillowstatic.com/fp/2f586a5af31a46a48b79772e816e1d79-cc_ft_576.jpg https://photos.zillowstatic.com/fp/db4645d3ee658e5b1f37468501a45beb-cc_ft_576.jpg,0.5399
53984639,3,4.0,2432.0,NW Pettygrove St,Portland,OR,"Your roof-top deck with panoramic city, river and mountain VIEWS awaits! A rare and special find tucked away on a private dead-end street yet just a short stroll to all that the NW Alphabet District has to offer. Located less than a block from Chapman Elementary and Wallace Park with Forest Park hiking trails right outside the front door. You will love the multiple private decks to enjoy the outdoors and views from each level. Inside you will experience comfortable, sunny and inviting spaces. Windows and skylights galore. Custom-built and wonderfully livable, featuring extra design details throughout that make this home stand apart. The lower level family room offers a full bathroom plus a Clei wall bed and sofa to double as the perfect guest quarters. Two-car tandem oversized garage with workshop and driveway parking. Schedule your roof-top view experience today! [Home Energy Score = 8. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10218709]",https://photos.zillowstatic.com/fp/44af058b09e000cea3750cc90b1698da-cc_ft_960.jpg https://photos.zillowstatic.com/fp/7998f76f159b4fa81c26bfdb0f6eea18-cc_ft_576.jpg https://photos.zillowstatic.com/fp/02c993012d0b785224ad996a21166a8d-cc_ft_576.jpg https://photos.zillowstatic.com/fp/8209feabd087d20e1fd03d8700d76002-cc_ft_576.jpg https://photos.zillowstatic.com/fp/7cff9498a4ae2cd47b1135081b421079-cc_ft_576.jpg,0.8999
53987296,3,2.0,2735.0,NW Vaughn St,Portland,OR,"OPEN SAT 7/1 from 11-2. Quintessential NW Portland Gem! Furnishings and decor may be negotiated with accepted offer prior to July 7,2023. Rare opportunity to be in the highly sought-after Willamette Heights neighborhood at a great price! Perched high above NW Portland, your front porch has a bird''s eye view overlooking the city towards the river, and the mountains. Featuring original hardwood floors, cozy fireplace, lovely loft, ample natural light and many original built-ins for storage and display, this home exudes character and warmth. Freshly painted interior and exterior, roof certified, new hot water heater, new carpet. Full basement for hobbies, wine cellar, workshop. Experience the serenity of your backyard oasis, with stone pavers and lush greenery. Beauty abounds and surrounds you! You''re just minutes away from the area''s best shopping, dining, and entertainment while still able to enjoy the tranquility of a quiet street with well maintained homes and pride of ownership. A short, few blocks will take you to Forest Park''s Lower Macleay Park and many well-kept hiking trails. This home comes with a TWO YEAR AHS Home Warranty and all appliances are included! Air Conditioned! Irrigated landscape. Super easy drive to NW 23rd, downtown or freeways. Home Energy Score of 4 report can be found at https://rpt.greenbuildingregistry.com/hes/OR10214455This is a rare find! Check out the Video Tour https://tinyurl.com/3366NWVaughnRMLS [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10214455]",https://photos.zillowstatic.com/fp/1bb47d5f2f3d8fcbbc89ad222884d065-cc_ft_960.jpg https://photos.zillowstatic.com/fp/caa3b66743518dcca59c503a48166170-cc_ft_576.jpg https://photos.zillowstatic.com/fp/c7d0e5fd46473fd7540bee222f1661af-cc_ft_576.jpg https://photos.zillowstatic.com/fp/627c39ba1b3cbce5b5e94e59a381e938-cc_ft_576.jpg https://photos.zillowstatic.com/fp/43ed658b575cd80170c0457fb80a7fae-cc_ft_576.jpg,0.84
53992723,3,2.0,1157.0,NE 52nd Ave,Portland,OR,"Charming single family fixer with 1,157 sqft, 3 bedrooms, 2 full baths, & 2 car garage Spacious living areas feature an abundance of natural light filtering through large windows, arched entryways, a fireplace, built-in shelving, and ceiling fans.The kitchen has plenty of counter space, a double sink, tons of storage space, and views of the spectacular backyard.Enjoy the tranquility of the backyard that offers a covered outdoor space, space for a garden, features Asian Pear fruit tree, and a Persimmon fruit tree. Great access to shopping, food, entertainment, and more!",https://photos.zillowstatic.com/fp/45d0d7fe43b508bebc4cbfdfdf9b684b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/d1fe64db2900dd5f4e2747d11dd97b92-cc_ft_576.jpg https://photos.zillowstatic.com/fp/ae1a123e0c3a92c232673ffd4868a737-cc_ft_576.jpg https://photos.zillowstatic.com/fp/3b9fc60eeec3f7fe29d709547c0cd675-cc_ft_576.jpg https://photos.zillowstatic.com/fp/fe6141387c62bff83ad666eea34182bb-cc_ft_576.jpg,0.375
53999782,3,2.0,2522.0,SW 10th Ave,Portland,OR,"Open House Saturday July 1st from 1:00-3:00pm. Adorable 3 BR 2 BTH 1942 home with lots of warmth, charm and character. 1.09 Acres in the Heart of the City with a Seasonal Creek and trees in your backyard giving you privacy that is hard to find. Front and side yard host fruit trees and blueberry bushes. There is also a nice size shed. Main level has Living Room, Dining Room (with newer Laminate flooring), Kitchen, 2 Bedrooms and a Bathroom. Daylight Basement has the Primary Bedroom with two ways into the Bathroom, another Living area, Laundry and a huge storage area with lots of cabinets, plus a Secondary Entrance. The Daylight Basement is wired for a kitchenette and could possibly be converted into an ADU. The homes oversized One Car Garage is attached by a Breezeway. Roof, Gutters, Gutter Guards, Vinyl Windows and Exterior Paint all done within the last 2 years. Electrical Panel, Interior Paint and 2 Exterior Doors replaced in the last year. Step through the front door and see the beautiful wooded setting that hosts the seasonal creek out of the Dining Room Window. Upstairs bath, bedroom #3, the primary bedroom and the daylight basements extra living area have wooded views as well, making this home your own private oasis. A must see!",https://photos.zillowstatic.com/fp/0547a5aef9c408f91609157c77a5edfc-cc_ft_960.jpg https://photos.zillowstatic.com/fp/dec07df9ef2f82aceb5b2a69e4390f11-cc_ft_576.jpg https://photos.zillowstatic.com/fp/64f0a18d1f44c0087756c95a9fc4512f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/49996b1bbe8353af2a803987d9094510-cc_ft_576.jpg https://photos.zillowstatic.com/fp/6bc8f2fda9505d4cafc578bcf01c5ee3-cc_ft_576.jpg,0.619
54002408,3,2.0,1618.0,SE Tibbetts St,Portland,OR,"Amazing backyard at this 3 bedroom home in Portland. Quiet, dead end street just off of 122nd but surprisingly super quiet and serene! Please review the attached inspection report and drive by home prior to scheduling a viewing. Home is being sold in as-is condition, price point is in lieu of any repairs, most likely require a rehab loan or cash purchase. Great opportunity to own a home!",https://photos.zillowstatic.com/fp/e32d63a687a043249a901ca89f68b484-cc_ft_960.jpg https://photos.zillowstatic.com/fp/3829d98d905878a675be6a5216821862-cc_ft_576.jpg https://photos.zillowstatic.com/fp/871c0b33b26a3d958371b82edb6b9725-cc_ft_576.jpg https://photos.zillowstatic.com/fp/7d76fc6db43f2d15c1f36d9c6e0d889f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/71fc323472b3e88499a8ab322629afe0-cc_ft_576.jpg,0.315
62634600,3,3.0,2740.0,NW Hamel Dr,Portland,OR,"Welcome to this stunning craftsman style home that is hitting the market for the very first time.  Situated on a charming corner lot, this property offers a picturesque setting with its lush greenery and magnificent trees, creating a serene and inviting atmosphere. The exterior of the home perfectly complements its surroundings, showcasing the timeless appeal of the craftsman architectural style. Step inside, and you''ll be greeted by a warm and inviting interior that effortlessly blends classic charm with modern comforts. The thoughtful layout offers both functionality and a seamless flow, making everyday living a breeze. With ample natural light flooding the rooms, the home feels bright and airy, creating an inviting ambiance.  One of the standout features of this remarkable property is the oversized garage with 18'' ceilings, which includes a workshop area and ample storage under the house. This space provides the perfect opportunity for hobbyists, artists and DIY enthusiasts, to unleash their creativity and bring their visions to life. From tinkering with cars, or simply a place to pursue your passions, this workshop is sure to impress.  The Bethany area is renowned for its suburban setting boasting a strong sense of community and a variety of amenities nearby.Enjoy the convenience of local shopping centers, restaurants, and recreational facilities just a stone''s throw away.",https://photos.zillowstatic.com/fp/e3aeb745578876c91bc5a8665bedeaf2-cc_ft_960.jpg https://photos.zillowstatic.com/fp/99cda5501d7db2c6b0a133a92148f5d1-cc_ft_576.jpg https://photos.zillowstatic.com/fp/99cc822af2b5a6670a1321364f6eb71f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/749087d0ed72924822417e1667f34ebb-cc_ft_576.jpg,0.85
70514753,3,2.0,2336.0,NE Dekum St,Portland,OR,"Come see this wonderful well cared for home with many improvements: Newer water heater, updated wiring, plumbing and furnace. The wood floors have been restored. Earthquake retro fitting in place. Central air conditioning, fresh paint and more. Huge yard with deck. Live large, tons of storage upstairs and room for a workroom down. Make your appointment today",https://photos.zillowstatic.com/fp/8ef27bab75082801c56639ef02126db0-cc_ft_960.jpg https://photos.zillowstatic.com/fp/b7be4e229e0e8a94f8459e8f899f2ebf-cc_ft_576.jpg https://photos.zillowstatic.com/fp/95cd4104aff144ac3cb46688b39894ca-cc_ft_576.jpg https://photos.zillowstatic.com/fp/1471e7aea8f4fda4a55b86d30667133a-cc_ft_576.jpg https://photos.zillowstatic.com/fp/0fd0e947d37f5bac1a702ed6d25d8efb-cc_ft_576.jpg,0.52
71245069,3,3.0,1998.0,SW 35th Ave,Portland,OR,"Beautiful stand-alone condo perched along a greenspace between Mountain Park and Arnold Creek. Spacious, open & bright floorplan with wood floors throughout the main. Well equipped kitchen with an abundance of natural light is ideal for entertaining. Wide, open stairway leads to two primary suites with walk-in closets. Large versatile flex space on the lower level could be a third bedroom, office or media room all with its own separate entrance. Private deck with a backdrop of greenspace and footpath that leads to Kerr Nature Park. HOA is $300 and covers exterior maintenance, landscaping and insurance. Easy access to I-5 and Lake Oswego.",https://photos.zillowstatic.com/fp/f227dc96e3d55b8726a5b452983e572e-cc_ft_960.jpg https://photos.zillowstatic.com/fp/04fa9ad966ac09cdecb57a885d50c996-cc_ft_576.jpg https://photos.zillowstatic.com/fp/af8f637eac2406a6494a7914c6b008d9-cc_ft_576.jpg https://photos.zillowstatic.com/fp/1ac4d5a7346e33dbfd14e8f064e3fa5a-cc_ft_576.jpg,0.495
118417427,4,5.0,3186.0,SW 27th Ave,Portland,OR,"Enjoy stunning sunsets over the west hills in this Southwest Portland masterpiece. Built in 2016 with only one owner, this three-story gem offers unmatched territorial views from the main and upper levels. Two blocks from Stephenson Elementary and minutes from shopping and freeways. Step inside this open concept design and embrace the warm elegance, perfect for relaxation and entertainment. Gather in the inviting great room by the cozy fireplace or enjoy time on one of the multiple decks/ patios. A well-appointed office provides a private retreat, while the dreamy kitchen with a sprawling island is a culinary enthusiast's delight. The main level also features a spacious primary bedroom with a breathtaking view, an ensuite bathroom resembling a spa-like haven, and ample storage. Upstairs, discover a study space and three bedrooms, one with a private bathroom and two sharing a middle bathroom setup. The ground floor includes a two-car garage with storage space and a huge versatile bonus room with a mudroom and half-bath. This home seamlessly blends elegance, functionality, and unrivaled views.",https://photos.zillowstatic.com/fp/2716a18f3a89d3bf8d8832dbe77666df-cc_ft_960.jpg https://photos.zillowstatic.com/fp/2ce6986e7ef9f5a64f469c50e8c539f9-cc_ft_576.jpg https://photos.zillowstatic.com/fp/09486c276de1027901258cb06ba59928-cc_ft_576.jpg https://photos.zillowstatic.com/fp/34c0fec46b4ddbc3dbc2a146143c70cf-cc_ft_576.jpg https://photos.zillowstatic.com/fp/af567d4423b51451be5b26f0173ec34f-cc_ft_576.jpg,0.949
119264181,4,3.0,1755.0,SE Ash St,Portland,OR,"Fabulous Mt Tabor neighborhood with worldclass sunset views. Move-in ready 2012 built with all the updates. Fridge, Wine cooler and W/D - ALL appliances included! Stunning quality throughout and well cared for. 3 roomy bedrooms upstairs and a 4th/Den on the main. Lovely hardwoods, spacious rooms, 9'' ceilings, gourmet kitchen, granite counters, built-ins and a room warming fireplace! Quiet backyard, fully fenced with patio and deck. Minutes to 176 acres of Tabor park with trails, dog park, tennis, playground and more. Eats, treats and boutiques around the corner. Low maintenance yard. [Home Energy Score = 7. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10218857]",https://photos.zillowstatic.com/fp/33638bcde1d56c9d33d85e316b0f9d60-cc_ft_960.jpg https://photos.zillowstatic.com/fp/5913ed797040a068ff18ca3de6d93fe3-cc_ft_576.jpg https://photos.zillowstatic.com/fp/c20db31679e07c8a566aad34b2d36b0e-cc_ft_576.jpg https://photos.zillowstatic.com/fp/b223fdec27b5e8760611742caccae5df-cc_ft_576.jpg,0.6399
176557142,4,3.0,2901.0,NE 102nd Ave,Portland,OR,"2,901 square foot, 4 bed/3 bath Cape Cod on a 0.27 acre corner double lot with ADU potential and gated off street parking. Multi-generational or dual living possible within this home with two primary suites plus a large finished bonus space downstairs. Already connected to sewer ($40,000 value). New roof in 2021. Vintage built ins and charm throughout, featuring hardwood floors, a wood burning fireplace, coved ceilings and so much more to discover. Appliances included. First time on the market in 28 years...this property is a must see!",https://photos.zillowstatic.com/fp/330ad27cae33ec59d90b27f4c5d214d4-cc_ft_960.jpg https://photos.zillowstatic.com/fp/a7088378feabee4c1e02bda5cef4ac46-cc_ft_576.jpg https://photos.zillowstatic.com/fp/fcdf4909da4434922b44a0f7b127bcfd-cc_ft_576.jpg https://photos.zillowstatic.com/fp/b7e647d95b46455c22195d064d63628c-cc_ft_576.jpg,0.5299
2140638156,4,2.0,1709.0,SW Corbett Ave,Portland,OR,"Exciting duplex investment opportunity in highly desirable John's Landing! Both units are currently vacant, offering a fantastic chance to either secure your own tenants or reside in one unit while renting out the other, thereby kickstarting your investment property portfolio.This property is an unbeatable location, just blocks away from the river where you can launch your kayak directly from Willamette Park. Additionally, you will have proximity to institutions such as PSU and OHSU, as well as easy access to public transit and major freeways, allowing for seamless commuting to any destination.Each unit is over 800 square feet, providing ample room with two bedrooms and a bathroom. Additionally each unit has a fireplace, garage and washer and dryer in unit which will increase the long term rent potential. Don't miss out on this fantastic duplex, unique financing programs available for those that qualify that can help jumpstart your portfolio.",https://photos.zillowstatic.com/fp/134b59ee36d1cece9aeb9f844dca9b1b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/2bb635586a472e97186d9f5088879122-cc_ft_576.jpg https://photos.zillowstatic.com/fp/055de86f11ca151f3889bda0e576df21-cc_ft_576.jpg https://photos.zillowstatic.com/fp/4213a4168f5cffabb64cbbaa7a3bbe8c-cc_ft_576.jpg https://photos.zillowstatic.com/fp/8c3a40ac1d19e0719b638b7e8c777e33-cc_ft_576.jpg,0.675
48547627,4,4.0,3688.0,SW Parkwood Dr,Portland,OR,"Open House Sat. 7/1 from 1-4. Incredible Day Light Ranch in the highly desirable Forest Hills neighborhood. This home has so much space for the whole family. The main level features hardwood floors, tons of natural light, and two fireplaces. One gas and the other wood. Enjoy the spacious primary suite on the main level with a HUGE walk-in closet. The lower level is just as great. This space is perfect for separate living quarters with a full kitchen, dining area, wood fireplace, bonus room, and two additional bedrooms. Serene outdoor living with wrap around deck, gorgeous yard with a gazebo, and tool shed with power. You can''t beat this location. Just minutes to Hwy 26, 217, Cedar Hills Crossing shopping mall, and a straight shot to downtown. Book your private showing today!",https://photos.zillowstatic.com/fp/b2680b110d7b840076e2844f9abcb514-cc_ft_960.jpg https://photos.zillowstatic.com/fp/590e3791bea5439c13c1d93cc293e3ab-cc_ft_576.jpg https://photos.zillowstatic.com/fp/1640917949d7252a9928532fbe4f4fc6-cc_ft_576.jpg https://photos.zillowstatic.com/fp/fee915b7c78e44124d6f3fed7fc6dc35-cc_ft_576.jpg https://photos.zillowstatic.com/fp/f21b905a01e7257efd0aaff5161f9f48-cc_ft_576.jpg,0.8799
48552093,4,4.0,3984.0,NW 113th Pl,Portland,OR,"This beautiful home, which was part of the Street of Dreams in 1989, is located in the highly sought after Ironwood neighborhood on an oversized corner lot. This home lives mostly as a one level with minimal steps. Primary suite is massive with sitting area, jetted tub, three sided gas fireplace and a large walk in closet. Large kitchen with custom maple cabinetry, quartz countertops, dining nook with built-ins and vaulted skylights. Kitchen opens up to the sunken family room with a wet bar, built ins, floor to ceiling stone fireplace, and french doors out to the garden. This home is stunning, flooded with natural light, gorgeous ceiling and window details throughout- you have to see it in person! Walking path from Ironwood neighborhood to Bonny Slope Elementary. Open House Sat 7/1 1-3pm & Sun 7/2 11am-1pm",https://photos.zillowstatic.com/fp/926e304cd756d6105b4a568f4feeb00d-cc_ft_960.jpg https://photos.zillowstatic.com/fp/19e5bb9f3a9041e15c5ba139f76c4b99-cc_ft_576.jpg https://photos.zillowstatic.com/fp/94847de06e8db9c17360c6e8d3d3f07f-cc_ft_576.jpg https://photos.zillowstatic.com/fp/7c05164d924304514507d8153fb22bcb-cc_ft_576.jpg,1.395
48570284,4,3.0,2271.0,NW Blacktail Dr,Portland,OR,"Step into this lovely 4 bedroom and 2 1/2 bathroom traditional home in the Deerfield neighborhood in Rockcreek. Enjoy Rock Creek Trail and Stoller Creek Greenway access through your backyard. Sit back on your deck and take in the green space view. A brisk 1.4-mile walk places you at the beloved Claremont Golf Club. A half-mile in the other direction lands you in the West Union shopping mall which is filled with several restaurants, groceries, and coffee. Upstairs holds an oversized primary, three more bedrooms, two full bathrooms, and laundry. New Carpet throughout the home. Minutes to Nike and Intel. No HOA! Open house 11:00 am - 1:00 pm Saturday and Sunday.",https://photos.zillowstatic.com/fp/88b3c182d3e7be0f253571bf37943a1b-cc_ft_960.jpg https://photos.zillowstatic.com/fp/fae6a037798c3ee8ada03138b5c41ce6-cc_ft_576.jpg https://photos.zillowstatic.com/fp/55493c943653c75f4447f099dab7edb8-cc_ft_576.jpg https://photos.zillowstatic.com/fp/8eed29dfd4e8e63761fa92778b202e1a-cc_ft_576.jpg https://photos.zillowstatic.com/fp/555d5eb2e7acb4e00a5b303402a6e83d-cc_ft_576.jpg,0.6849
53812287,4,2.0,2288.0,NE Alameda St,Portland,OR,"Charming Cape Cod located in the desirable Alameda neighborhood. Details boast built-ins, wood floors, and 2 fireplaces. Doors in the dining room and kitchen lead to a beautiful yard. 2 well sized bedrooms and full bath on main. Head upstairs to a large landing area, 2-bedroom, build-in desk, full bath. Lower level features a large family room/bonus, built-in desk and bookshelves, fireplace, laundry area & tons of storage. The backyard includes brick patio, multiple levels of landscaped grounds, mature plantings, and an abundance of established flowering plants. Attached garage with workbench that leads into the lower level of the home. Take a 15 min stroll to Whole Foods, coffee & restaurants or head up to Alberta Arts for Salt & Straw or local brew. This is a special home!",https://photos.zillowstatic.com/fp/fe19a9736d244480addf2f3860b93df4-cc_ft_960.jpg https://photos.zillowstatic.com/fp/fbcdc72ebab0702914e49e9d63bc4ae9-cc_ft_576.jpg https://photos.zillowstatic.com/fp/b604992d90a8cbc23161400556ffaf7e-cc_ft_576.jpg https://photos.zillowstatic.com/fp/2666ba014b186673577dd09927442223-cc_ft_576.jpg https://photos.zillowstatic.com/fp/70f1cc9d551fdfe0b7194850c4015330-cc_ft_576.jpg,0.745
53813216,4,2.0,1582.0,NE Rodney Ave,Portland,OR,"""Williams Delight"" packs a punch and delivers the full package in a premium location buried in the heart of the neighborhood yet surrounded by endless amenities, parks, shopping, dining, schools, markets, and access to all of life''s needs within a stone''s throw. Simple and accommodating floorplan offers an open concept on the main, 4 bedrooms upstairs including a massive primary w/ sitting area (could be your informal living room, den, or romper room) and 3 other light filled bedrooms. The indoors/interiors are sweet and ready to go, and the outdoor areas are extra special including a shaded front porch to watch the world pass by on the bike boulevard and one of the best backyards in NE Portland. The manicured backyard delights with expansive decking, a killer firepit, grassy space, hobby shed, multiple planting areas and all fully fenced. Walkscore = 95. Bikescore = 100 aka ""par-adise"" for those using car-alternative transportation. Styled, dialed, and ready for Summer fun.  Don''t wait on this one! See you this weekend. [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10218863]",https://photos.zillowstatic.com/fp/0d24facba268222c5b557579a354a043-cc_ft_960.jpg https://photos.zillowstatic.com/fp/c423aa4c7cce1f8d97397a676bcf63f8-cc_ft_576.jpg https://photos.zillowstatic.com/fp/1edd205e9812d4c9e3db898cebeb1476-cc_ft_576.jpg https://photos.zillowstatic.com/fp/062cf958f5523b67c8e7e2b10155f5e9-cc_ft_576.jpg https://photos.zillowstatic.com/fp/79ce0cf368f796572066bf1e0d356e9e-cc_ft_576.jpg,0.615
53814514,4,2.0,1639.0,SE Yamhill St,Portland,OR,"Price Improvement. Entirely renovated, sleek, and modern farmhouse with all the bells and whistles. Situated in the popular Montavilla, neighboring Woodstock and close proximity to shopping, major highways, public transportation, parks, popular pubs, eateries, and boutiques. Thoughtfully renovated 4 bedrooms + bonus room & 2 full bathrooms. Master bedroom & full bathroom on the main level for easy access. Original hardwood flooring on the main, luxury vinyl flooring, tile work, and plentiful storage added throughout. Separate laundry room + bathrooms equipped with heated flooring for comfort. Open-concept kitchen and living room. Custom-designed kitchen island with plentiful storage cabinetry.Spacious bonus room/loft located on the upper level of the garage with abundant built-in storage and shelving capacity. Separate front and rear entry and exit access points to the garage and bonus space, making it an ideal setup for possible ADU/FLEX living spaces, home office, art, music studio, or workshop. Professional-designed outside spaces. Front profile of home includes enclosed, freshly poured concrete retaining walls for separation from the sidewalk. A backyard to die for, designed with entertaining, lounge, and relaxation in mind. Spaciously covered front & back porches, shaded pergola, and dual tool sheds. Fenced exteriors and newly paved garden pathway is complemented by summer greenery and mature fruit trees. Newly built pergola resting at the garage's back exit point provides shade on a sunny day, separating home from work. WaterSense + stainless steel Smart Appliances + Full Comprehensive Home Warranty included. [Home Energy Score = 1. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10205131]",https://photos.zillowstatic.com/fp/cd386ba92a54b4d794037bacc44ae7c5-cc_ft_960.jpg https://photos.zillowstatic.com/fp/f186226437b2f980d5eb99cd0b32514a-cc_ft_576.jpg https://photos.zillowstatic.com/fp/f97a5fc760366e5ac37191280af17661-cc_ft_576.jpg https://photos.zillowstatic.com/fp/329248c7f418e013a4602f05ade1f076-cc_ft_576.jpg,0.6199
53827386,4,2.0,2830.0,NE Sumner St,Portland,OR,"Amazing Wilshire,Beaumont Village all of the best.Over sized lot/7600 sqft lot. Plans/drawings.Build additional home/duplex.Endless options to make this our own. Community garden at front door. Owner contract options.Open house Saturday 12-2pm",https://photos.zillowstatic.com/fp/fc693814e1d5403d2653aca93ff9528a-cc_ft_960.jpg https://photos.zillowstatic.com/fp/62a7185f173a3ffadc39a8a070fa3033-cc_ft_576.jpg https://photos.zillowstatic.com/fp/1bb9420b13379d46eee27dc8262fde04-cc_ft_576.jpg https://photos.zillowstatic.com/fp/2c3f8104e7b65e12456a64efd89cbd0e-cc_ft_576.jpg https://photos.zillowstatic.com/fp/bfc64c69226beb273092c95a16f4caaa-cc_ft_576.jpg,0.499
53828130,4,2.0,2085.0,SE 110th Ave,Portland,OR,"This one level Ranch has a great layout. So much room! 4 bedrooms, 2 Bathrooms. A Living Room as well as a Family room.  Located on a large .43 Acre Lot. The Seller had a huge garden in the spacious backyard. This home is solid and has ""good bones"".  It is in need of cosmetic updating!  Bring your ideas and make it your own! There are wood floors under the carpet in the main living areas. This large lot may be dividable, Buyer to do due diligence. Don''t miss out!  This one is priced to sell!  Professional Pictures coming soon.",https://photos.zillowstatic.com/fp/84203b8ac788737b1ebd5728259e6180-cc_ft_960.jpg https://photos.zillowstatic.com/fp/e5b275e304536a58ca414063f7f65b06-cc_ft_576.jpg https://photos.zillowstatic.com/fp/08edd31ea2e58b33aaf580134f335e75-cc_ft_576.jpg https://photos.zillowstatic.com/fp/9129658622af6b7b673a11d675fba505-cc_ft_576.jpg https://photos.zillowstatic.com/fp/30118e2a1b716f964d552c6b8b8f381a-cc_ft_576.jpg,0.45
53831477,4,3.0,2327.0,NE Fremont St,Portland,OR,"Renovated gem that fully maximizes functionality & flow! No expense spared in transforming this beauty into a true masterpiece. New roof, gutters, windows, & doors for aesthetic appeal & enhanced energy efficiency. The garage door, porch tile, & railings create an inviting entrance. The electrical panel, meter, & wiring have been updated, providing peace of mind & modern convenience. The water lines, drains, & water heater have been replaced, ensuring worry-free living. The furnace, ductwork, & AC have all been upgraded, allowing for year-round comfort. The finer touches include fresh ext paint & fixtures for a clean, contemporary look. The galley kitchen has been transformed w/ new cabinets, countertops, backsplash, & appliances, making it a culinary dream come true. A cozy breakfast nook w/convenient patio access that is perfect for enjoying your morning coffee. New shower, tub, vanities, fixtures, & mirrors have all been carefully selected to create a spa-like experience in all bathrooms. The doors & hardware have been replaced, giving each room a touch of elegance. The drywall, trim, flooring, interior paint, fixtures, & even the fireplace tile/mantle have been tastefully upgraded, creating a seamless blend of modern design & classic charm. The spacious primary suite occupies the entire upper level & offers a private sanctuary to unwind & relax. The 2nd bedroom/bathroom on the main floor offer flexibility & convenience. 2 bedrooms, a full bathroom + bonus in the finished basement provide ample space for guests, possible ADU/rental, or just a place to gather & create memories. Situated on a spacious newly landscaped lot, this property also boasts a detached garage w/an abundance of off-street parking. Don''t miss this incredible opportunity to own a meticulously renovated home in an unbeatable location, with the convenience of being on the bus line and close to everything that Portland has to offer! Open 7/6 from 3-6pm & 7/9 from 1-4pm!!! [Home Energy Score = 1. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10203520]",https://photos.zillowstatic.com/fp/ef52fb04a768c2838e1d58cc0d56b3dc-cc_ft_960.jpg https://photos.zillowstatic.com/fp/a2386af04747ba90d172de658fd5c03e-cc_ft_576.jpg https://photos.zillowstatic.com/fp/f6fc4220ceb1b59d3514dc55a5340969-cc_ft_576.jpg https://photos.zillowstatic.com/fp/d7bbb4e11571da5a9445180691bb51f2-cc_ft_576.jpg https://photos.zillowstatic.com/fp/eccc4e9e905825a7ce5b721be7ee140c-cc_ft_576.jpg,0.75
