zpid,bed,bath,sqft,street,city,state,overview,image,price,is_augmented
54906518,4,3.0,3089.0,Soledad Ave,La Jolla,CA,"Very rare opportunity, on the market for the first time in over a century! La Jolla's ""House of Dreams"" is a Grade II listed property of over half an acre in the heart of La Jolla, accessible to the village and bay. Excellent candidate for Mills Act tax savings with iconic Asian handicraft style from 1911, 4BD / 2.5BA ocean views, plus a raven's nest bonus room plus a matching studio above the garage.",https://photos.zillowstatic.com/fp/264c16eea27c29bbc0354a8a2aae4cf8-cc_ft_960.jpg,6.245,True
16857315,3,3.0,1954.0,Caminito Circulo Norte,La Jolla,CA,"Welcome to the highly sought-after community of Mount La Jolla, where comfort, amenities and coastal living come together. This 3-bedroom, 3-bathroom townhouse sits well on a south-facing hill and offers endless potential to create a dream home with custom design and beautiful views of the city, bay and ocean. Its open, split floor plan maximizes space and natural light in all areas. The living room features high vaulted ceilings, continuous windows and a large balcony with panoramic views. The master suite offers a private oasis with an extra-large closet and bathrooms with a soaking tub and plenty of counterspace. Two additional en suite bedrooms offer versatility and privacy. The private patio offers space to relax and enjoy the ocean breeze and water views. The residents of Mt La Jolla have unsurpassed access to the complex amenities, including multiple pools, jacuzzis, a fitness center, a tennis court and a shared living room, as well as a breathtaking tennis court.",https://photos.zillowstatic.com/fp/25fcd9bc8d341678e626cb60b7a74eba-cc_ft_960.jpg,1.199,True
16855105,2,2.0,1640.0,Waverly Ave,La Jolla,CA,"VERY RARE LA JOLLA OPPER HERMOSA OPPORTUNITY! THIS IS A HAPPY HOUSE IN LA JOLLA AS of 6 / 13 / 2023! THIS IS A HAPPY HOUSE WITH A PROBAT / ESTATE SALE, HOUSE IS IN POWER CONDITIONS AND POSSIBILITY. POSSIBLE SEA VIEW WITH A SECONDITIONAL SECONDITION OR BUILDING. THE WORST HOUSE IS START IN THE BEST NEIGHT HOUSE, IF THE HOUSE IS HAPPROVED FROM A GLAST OF A HAPPORTUNITY.",https://photos.zillowstatic.com/fp/3a5e9d10a82ca27cf5e42ab2e256d19e-cc_ft_960.jpg,1.999,True
16839475,2,2.0,1160.0,Torrey Pines Rd,La Jolla,CA,"The impressive living space produced is truly exceptional, the open floor plan features modern interiors and spacious living areas, a continuous living / dining area and even a home office or a third bedroom. Natural light creates the perfect ambience in the king size master bedroom with ensuite bathroom, wardrobe and tranquil views of the backyard pool area. The main bathroom features a walk-in shower, storage room, sink and tiled floor. The unit is located in perhaps the best location at La Jolla Racquet Club Just the suburban atmosphere you were looking for! Ideally positioned in a family friendly environment. Located in a highly rated school district and just 10 minutes walk from the famous LA Jolla Shores Beach! A rare opportunity! Call us today to arrange a demonstration.",https://photos.zillowstatic.com/fp/c5dd80489aff5691c4226bc896e895dd-cc_ft_960.jpg,1.39,True
52514384,5,6.0,4412.0,Sagebrush Rd,La Jolla,CA,"The open and bright living area features cathedral ceilings, beautiful exposed beams and pocket doors leading into the backyard, creating a seamless indoor and outdoor living experience. * Throughout the house you will find attention to detail and exquisite design, with bespoke lighting in the dining and breakfast areas, intricate wall designs and bespoke doors. * The chef's large refurbished kitchen is a dream, with modern cabinets, marble countertops, stainless steel appliances and fully equipped double ovens that offer plenty of space and functionality. * The spacious master retreat is idyllic, with a large sitting area and a private balcony from which you can enjoy the magnificent views. * The master bathroom is equally impressive, with two sinks, vanity, walk-in shower with spacious bedrooms, a spacious bathroom and a beautifully designed bathroom *.",https://photos.zillowstatic.com/fp/7632f0c87868fcbe6c20b9f3492f1af5-cc_ft_960.jpg,4.5,True
16849118,3,5.0,5129.0,Rhoda Dr,La Jolla,CA,"More pictures coming soon! This stunning Andalusian property on the 3rd fairway of La Jolla Country Club offers amazing evening lights, golf course and ocean views from an extremely private but village proximity. It is set on a level of 0.35 hectares and opens through several French doors to a central courtyard with Irving Gill-inspired trellises, a peaceful fountain and lush gardens, including mature fruit trees and a replica of the Belvedere house on Windansea beach. The interior of the house, designed by Laura DuCharme / Rusty Johnson, has a timeless aesthetic with the highest quality bespoke furnishings enhanced by a timeless Moroccan and Southern Spanish style. A formal living room lures guests into the captivating open air, while the kitchen of the professional chef with its huge island opens out into a walk-in pantry and a cosy family room that pulls you inside. Upstairs there are 3 bedroom suites, some of which could be converted into their own outdoor dining area, with several of which could become their own.",https://photos.zillowstatic.com/fp/5145610dc66336bb45db715a10a0d99f-cc_ft_960.jpg,6.995,True
16850623,4,6.0,4457.0,Camino De La Costa,La Jolla,CA,"At the pinnacle of splendour and luxury, this newly built home sits on the highest point of Camino De La Costa, overlooking the sea from every vantage point. Offering a range of amazing amenities and bespoke finishes from around the world, it creates lightness between three carefully curated levels and an indoor / outdoor nirvana complemented by 180 degree unobstructed views from Pt. Loma night lighting to Windansea beach and beyond from the 2,677 square foot Sky Lounge with Jacuzzi. No expense has been spared in this home, from Italian cuisine to the polished granite fireplace to the marble kitchen counters. Find the purest form of life in this masterfully designed open floor plan with ocean views on full displays, even from the shower in the primary suite, surrounded by the best craftsman Italian furniture you can find.",https://photos.zillowstatic.com/fp/523ef06a4db90d310b3774cc35b72ff4-cc_ft_960.jpg,10.9,True
16856415,5,8.0,8810.0,La Jolla Corona Dr,La Jolla,CA,"Designed by Island Architects and built by Wardell Builders, this stunning masterpiece was unveiled in San Diego Home / Garden and praised for its craftsmanship and creative use of materials. Featuring five bedrooms, six full and two half baths, this home features curved glass walls overlooking the north and south of the city. You'll be dazzled by the craftsmanship and rich and varied materials, including copper, stone, glass and even wood. Door and window systems were custom made with fine steel frames and spashes, and spashes, and more.",https://photos.zillowstatic.com/fp/e9e7e12cae07b0747967d4579da08178-cc_ft_960.jpg,20.995,True
16838825,3,2.0,1338.0,La Jolla Shores Dr,La Jolla,CA,"An incredible price for a charming 3 bedroom beach house in one of the most sought after areas of La Jolla! A perfect main residence, an amazing holiday home or investment property with 3 bedrooms, 2 bathrooms, a spacious pool-sized lot and space to build and expand. Recent innovations include newly laid magnificent LVP floors, interiors, exterior finishes, some appliances and landscaping. Just a short walk from La Jolla Shores Beach, known for its long, soft sand and gentle surf, this home is perfect for those who love coastal living. On the coast is also the Scripps Institution of Oceanography, one of the world's leading centers for ocean and earth exploration, and the Birch Aquarium, a must-see for families and marine life enthusiasts alike. In addition to the beach and aquarium, La Jolla Shores offers a variety of restaurants, cafes and shops that cater to both locals and tourists.",https://photos.zillowstatic.com/fp/491c987240c9a8dbd86e1df4df79cda2-cc_ft_960.jpg,2.495,True
16840191,4,2.0,1676.0,Bremerton Pl,La Jolla,CA,"This mid-century, single-story Drogan-designed home is located in the desirable La Jolla Scenic Heights neighborhood. It's perfect for investors, developers or owners looking for built-in equity, and its large lot is perfect for an ADU! Just minutes from award-winning schools, the YMCA & UCSD. A MUST SEE! Located in the sought-after neighborhood of La Jolla Shores Heights on a quiet cul-de-sac, its modern home has ""NO"" HOA or Mello Roos fees. This home has 4 bedrooms, 2 bathrooms, 1 bedroom, 2 bathrooms, 1 bathtub and 2 bathrooms.",https://photos.zillowstatic.com/fp/9376d9c72f8db71e375675453a999c69-cc_ft_960.jpg,1.8,True
16764539,4,4.0,2238.0,Mira Montana Dr,Del Mar,CA,"High ceilings, floor to ceiling windows, highly equipped kitchen, bathroom, floors and more. Ground floor offers 1 bathroom and 1 full bath, kitchen, dining room, living room with stunning views! First floor has 3 bathrooms and 2 full baths, living area with views! Each room offers a panoramic view. OUTDOOR SEATING is brand new with pleasant surroundings and lots of privacy. This house lives like A HISTORY HOUSE. It is located near Torrey Pines, Del Mar Beach, restaurants, shops and award winning schools in del Mar. NO HOA and NO MELLO ROOS.",https://photos.zillowstatic.com/fp/aca01a9cd9fc825708216e418f57faef-cc_ft_960.jpg,3.499,True
15157761,4,5.0,,Lane St,San Francisco,CA,"VA Loan and FHA Loan approved! 10% Down Loan programs also work! Special, sunny, single or apartment buildings with many bonuses for the new owners!! Step into the cheerful entrance area, & you will immediately feel at home. Updates are combined with classic SF architectural details. Fresh, shiny colors everywhere, along with beautiful tiles & hardwood. Huge window fronts fill every corner w / light. A bright courtyard from one of the spacious bedrooms brings light & indoors. Huge eat-in kitchen has plenty of cabinets & counters for delicious food. A spacious lower floor w / a wet bar & separate entrance has endless possibilities. The large backyard is drought tolerant, low maintenance and well equipped for BBQs w / family & friends.Catch the T Third Street to JJ Fish and Chicken, Radio Africa Kitchen, Beijing Wok, Linda Brooks-Burton Branch Library, Old Skool Cafe, Tale, North & Easy Coffee...",https://photos.zillowstatic.com/fp/ae068f1d3c27fbf5652bb016cb42e00f-cc_ft_960.jpg,1.07,True
15173754,4,2.0,1250.0,Arleta Ave,San Francisco,CA,"Cosmetic fixer in the sunny Visitation Valley with open and bright floor plan, eat-in kitchen with replaced hood and hob, stunning mountain views, double glazed windows, oak parquet flooring, ground floor bedroom with ensuite bathroom, huge tandem garage for 3 cars, landscaped / fenced backyard, proximity to highways, airport and peninsula.",https://photos.zillowstatic.com/fp/2b48745dd71a34864ad8400c001e7834-cc_ft_960.jpg,0.895,True
2057104591,5,3.0,5120.0,Spencer St,San Francisco,CA,The building consists of 6 units with 4 - 2BR / 1BA and 2 - 1BR / 1BA. It is located on 16th Street between Guerrero and Dolores St near Mission Dolores Church. Top 2BR apartment building # 6 is empty. It is detached on all 4 sides. New roof in October 2019. Separate PGE meters. The owner pays for water and garbage.,https://photos.zillowstatic.com/fp/b5dbb506ad4ef788aaf8066c16ff0ad2-cc_ft_960.jpg,2.15,True
325647612,3,3.0,1934.0,Folsom St,San Francisco,CA,"Spacious 3-bedroom, 3-bath corner apartment, SF's newest luxury residential tower, designed by Related, designed by OMA, The Avery is a carved glass tower towering 618' into the SF skyline. From the 33rd floor, units range in size from 1-3 bedrooms. Generous floor plans with floor-to-ceiling windows emphasize the great views of SF Bay, Bay Bridge and the city skyline. Acclaimed Clodagh design chose warm wood tones and authentic marble to create a stunning interior. Gourmet open plan kitchens feature high-quality Miele appliances & spa-inspired bathrooms with bespoke double sinks and marble-clad walls. Amenities and services include gated private lobby, 24 / 7 valet parking, gym, pool, entertainment lounges & more.",https://photos.zillowstatic.com/fp/c61a5de5b3ad4b75227f72103e0eccf3-cc_ft_960.jpg,3.725,True
15179887,5,3.0,1696.0,Baltimore Way,San Francisco,CA,"Don't miss this opportunity! Offer this apartment on June 22nd at 2 p.m. Ahh-maze views from this detached house in San Francisco! Panoramic views of Sutro Tower, Mt. Diablo, Bernal Hill, Mclaren Park and the bay! Dream home offers a GREAT view and the often sought after, rare one: three beds and two bathrooms ALL ON ONE FLOOR! Your fourth and fifth bedrooms / home office / guest rooms are located on the ground floor, along with a large family room that opens onto a charming terraced backyard. Your renovated kitchen with quartz stairs opens onto the dining room with views. Fully detached, this house offers windows on all sides, in addition to multiple skylights. Freshly finished hardwood floors in their natural colors, combined with the newly designed interiors and new lighting fixtures, complete this home. Two cars side by side with additional space for laundry and storage space, this home offers both clarity and practicality.",https://photos.zillowstatic.com/fp/0ace61c6889fa0880f2022829011d081-cc_ft_960.jpg,1.298,True
15148537,2,2.0,1083.0,Main St,San Francisco,CA,"This exquisite two-bedroom, two-bathroom condo is located on the first floor of the prestigious Portside building, just steps from the Embarcadero in San Francisco's coveted South Beach neighborhood. The open floor plan connects the living, dining and kitchen areas, creating a space filled with natural light. The modern kitchen features elegant stainless steel appliances and ample storage space. The master bedroom has a walk-in closet and sliding door opening onto a spacious balcony. The portside offers many amenities, full-time security, a heated pool overlooking the bay, sun deck, two exercise rooms, a spa, available parking space and additional storage space. It is within walking distance of the world-famous Ferry Plaza, Oracle Park Stadium, Chase Center Arena, downtown, the financial district, public transportation (MUNI, BART, Caltrain) and many great shopping and dining options.",https://photos.zillowstatic.com/fp/26edffc5772d5a4b46ab6fe52cd32012-cc_ft_960.jpg,1.085,True
111910164,2,2.0,1098.0,Mission St,San Francisco,CA,"Floor-to-ceiling, southeast facing windows overlooking the Transbay Rooftop Park & City skyline present this pristine 2-bed, 2-bath condominium at 301 Mission. Open plan living / dining room and kitchen with Bosch / Sub-Zero appliances and closets from Studio Becker. Retreat to the master bedroom with en suite bathroom and walk-in closet. Own washing machines, new carpet and refreshed kitchen counters complete this residence. Storage, wine storage and valet parking included. 301 Mission rates as one of the best high-service condos in San Francisco! Amenities include a 24 / 7 friendly arrival team (doorman, desk attendant, security, porter & valet) and an enormous amenity floor housing a 20,000 sf fitness & pilates center.",https://photos.zillowstatic.com/fp/24cd66572d42157f822568282e4234b2-cc_ft_960.jpg,1.25,True
52355637,1,2.0,935.0,Brannan St,San Francisco,CA,"The Brannan, South Beach's premier development. This spacious and bright 1-bedroom, 1 + 1 / 2 bath house features an open floor plan perfect for entertaining. It features parking and storage. The spacious living room features floor-to-ceiling windows with green trees. Dining and living rooms seamlessly connect to the chef's kitchen with granite countertops and stainless steel appliances. The master bedroom, large enough for a king bed with space for a desk, walk-in closet and spacious en suite bathroom. Wooden floors, washer and dryer. This immaculately maintained luxury condominium features 24-hour security, a spa, an Olympic-sized pool, barbecue, elegant lobbies and common areas, and a circular driveyor with fountain. Within walking distance of the Embarcadero, tech / bio-tech corridor, Chase Center, Giants Park.",https://photos.zillowstatic.com/fp/95b39888da4a88bcd6383c87b1eef938-cc_ft_960.jpg,0.8995,True
2112579523,1,1.0,689.0,Portola Dr,San Francisco,CA,"Twin Peaks One-Bedroom Apartment with Parking, Deck and W / D. Professionally managed building. HOA fees are $486 per month, the most recent high-quality renovation includes: bespoke Semantic Beaux Arts cabinets, Gaggenau appliances, Wolf Range, Neolithic Estatuario countertops, Miele washer and dryer, and mature hickory hardwood floors. Portola Drive is located at the top of Market Street. Views include Mount Diablo, the Bay and the downtown skyline.",https://photos.zillowstatic.com/fp/7a99c046e602700cb3fced85247f9df9-cc_ft_960.jpg,0.645,True
241587013,2,2.0,1910.0,24th St,San Francisco,CA,"Opportunity knocks! Investor's dream! 2809-2811 24th Street is an incredible mixed-use property that combines both commercial and residential space with a lucrative monthly income of $10K, making it an enticing prospect for savvy investors looking for a high-yielding property. Located in the heart of the Inner Mission District, this property enjoys a prime location known for its dynamic energy and urban appeal. It consists of a two-bedroom unit with an upstairs bathroom and a Japanese restaurant (9 years in business) in the basement. With a solid rental history and established rental base, this property generates impressive monthly income. Secure this exceptional investment property at a CAP rate of 5.5-6.5%. Take advantage of its solid income generation, prime location and potential for future value appreciation. Contact us now to take advantage and secure your investment success!",https://photos.zillowstatic.com/fp/2fe9077e5b4477746f2d6ce37b082057-cc_ft_960.jpg,1.799,True
2057196228,1,1.0,,Sutter St,San Francisco,CA,"Designed to meet the needs of the contemporary San Francisco lifestyle, ORAN offers the latest innovations in quality and eco-conscious design backed by rich amenities, including a spacious entertainment deck with lounges and outdoor fireplaces, an olive grove, an outdoor gym, barbecue and a dog run. Located in the heart of one of the city's most culturally diverse and vibrant neighborhoods, the architecturally striking building is an urban oasis in every sense. Health and wellness are at the heart of ORAN, the first San Francisco apartment building equipped with custom GPS ionization systems trusted in schools, airports and health facilities to improve indoor air. Residence 404 is a bright and airy one-bedroom corner unit.",https://photos.zillowstatic.com/fp/b62245bd9d1c89950f1372b8a4fd19b7-cc_ft_960.jpg,0.649,True
15134584,2,2.0,1325.0,Marietta Dr,San Francisco,CA,"Magnificent and welcoming 2-bedroom / 2-bath house, office and family rooms in desirable Miraloma Park. The upper level features a light-filled living room, open eat-in kitchen with stainless steel appliances, spacious closets, granite countertops and a large skylight. The kitchen opens to a spacious cave / family room that is perfect for entertaining. The cave / family room was once a bedroom and can be easily converted back. A large bedroom and a full bath with skylight complete this level. The lower level includes a spacious bedroom with en suite bathroom and a separate office or children's room. Access to a large terrace and a courtyard. A car garage with access to the interior completes this house. Improvements include built-in sound system, air conditioning, solar panels, freshly painted indoor and outdoor areas, new rear fence, landscaping. 128 Marietta Drive is just minutes from Miraloma West Park, Glen Park, Park 101, including Park and Transportation.",https://photos.zillowstatic.com/fp/d3183b248383d3d1118a3baee492c6e6-cc_ft_960.jpg,1.425,True
2057136470,5,5.0,2536.0,4th Ave,San Francisco,CA,"2 separate, fully renovated houses built on the same plot. Perfect for multi-generational families or potential income generators. The front house comprises 2 residential levels, the upper floor comprises 3 bedrooms, 2 bathrooms (1 en-suite), kitchen, dining area, living room. Lower level with bonus living space and bathroom. The second house at the back of the property is two storeys and comprises 2 bedrooms on the 2nd floor, 1.5 bathrooms, eat-in kitchen, living area. 2 separate garages for 1 car with access to the interior. Both have been updated with permits. This property is within walking distance of the commercial corridor of Geary / Clement / Balboa Street where shopping facilities, restaurants & MUNI. www.519-4thAve.com","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=960x720&zoom=17&center=37.77876281738281,-122.4623031616211&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&&signature=NFA5rPlDQrSWboLZKfHewb4MnD8=",2.0,True
15183592,2,2.0,1389.0,Noe St,San Francisco,CA,"Dreamy, navy-like oasis at the top of the Noe Valley. Renovated in 2015, this 2 lvl, 2BDR / 2BA home w home office, and a full earth lvl of storage and bonus room, everything! The light filled large rm w soaring, vaulted ceilings is interrupted by a wall of windows, and opens w triple glass doors to the cedar deck and lush garden. Open KIT, dining and living rooms, bathed in natural light, flow together and draw the outside into the perfect entertaining flow! Pro, dining in KIT w Carrera marble counters, stainless thermador applcs, Ann Sacks tiles, custom cabinets and a b'fast bar. Dining area w floor-to-ceiling windows. Spacious BDR w vaulted ceilings and a full BA. A home office opens to a second cedar deck and the garden.",https://photos.zillowstatic.com/fp/2092f5f5b5d1108efb911f9684c76af4-cc_ft_960.jpg,1.795,True
82786198,1,1.0,803.0,Townsend St,San Francisco,CA,"Contemporary condo in the heart of the vibrant SOMA neighborhood, historic brick building with high ceilings and wooden beams inside, open concept kitchen with gas stove, granite counters and stainless steel appliances, stacked washer and dryer for added comfort, a commuter space centrally located next to the Cal-Train & Muni light rail stations, buses & shuttles with easy access to highways 101 / 280, close to Safeway, Whole Foods, restaurants, bars & cafes, Oracle Park & the new Chase Stadium.",https://photos.zillowstatic.com/fp/60b5809243290f8052034fbce2e7f9db-cc_ft_960.jpg,0.799999,True
15069916,1,1.0,775.0,Cervantes Blvd,San Francisco,CA,"Experience the best of San Francisco, just steps away from Marina Green! Our sun-drenched 1-bedroom and 1-bath condo seamlessly blends classic charm with modern design. The spacious open floor plan features a bright living room with large double-glazed windows and crown moldings. Treat yourself to culinary delights in the well-appointed kitchen with granite countertops, stainless steel appliances, ample storage space and a conversation-friendly bar. Retreat to the sunny bedroom and relax in the sophisticated full bath. But the real highlight awaits you on the shared roof terrace, where breathtaking panoramic views of the Golden Gate Bridge, Marin Headlands, Alcatraz and the glittering San Francisco Bay will leave you speechless.",https://photos.zillowstatic.com/fp/71fef6bd7ba819d7bdfe7b970b96d403-cc_ft_960.jpg,0.85,True
111930562,2,2.0,1268.0,Mission St,San Francisco,CA,"The Millennium Tower is one of the most luxurious condominiums in downtown San Francisco. This luxurious and cozy 2-bedroom, 2-bathroom unit features floor-to-ceiling windows that bring plenty of natural light to the living room, and modern decoration of the unit. Please also enjoy the advanced amenities and all the indoor fitness facilities such as pool, spa and gym. Also, a 5-star building with 24-hour concierge service, valet parking and on-site security. Within walking distance to the Salesforce Park and Tower, the Ferry Building, the Westfield San Francisco Centre and many other famous attractions. Don't miss this beautiful condo.",https://photos.zillowstatic.com/fp/ddc22ceccdc02b516d505b5341951536-cc_ft_960.jpg,0.999,True
15151208,5,6.0,3665.0,Harrison St,San Francisco,CA,"Experience spectacular modern design, supreme comfort and seamless functionality in this stunning mission residence. Carefully renovated into an architectural masterpiece, this home features 5 bedrooms en suite and 5.5 bathrooms. The 3-story floor plan includes a main level with formal living and dining rooms, an amazing kitchen and a spectacular family room with direct access to the backyard. The upper level features the coveted 3 bedrooms on the same floor, complete with air conditioning for added comfort. The lower level offers a spacious family / media room with wet bar and 2 additional bedroom suites. The exterior spaces are exquisite, including a magnificent 360 degree panoramic roof terrace and a contemporary landscaped backyard with artificial grass. Located in the coveted Mission District, this home offers unparalleled convenience and accessibility, with access to upscale restaurants, trendy cafes, stylish boutiques and beautiful parks that make it a haven.",https://photos.zillowstatic.com/fp/0ea3ddaa7ae74132bbc08952711c68bd-cc_ft_960.jpg,3.895,True
15078851,3,3.0,1985.0,Fillmore St,San Francisco,CA,,https://photos.zillowstatic.com/fp/5139c1ceca175e18af1f3aabc835cd3a-cc_ft_960.jpg,1.499,True
15079525,3,4.0,2350.0,Broderick St,San Francisco,CA,"Charming three-storey residence in the best part of the Marina District, just half a block from the Marina Waterfront. This 3 bedroom, 3.5 bath house features magnificent Spanish style architecture combined with spacious bedrooms, a beautifully designed kitchen, renovated bathrooms, a separate office / cave and outdoor areas with sun facing east. Numerous custom upgrades and features throughout the property. The family room on the lower level can also be used as a 4th bedroom with en suite bathroom and has sliding doors opening out to the backyard. In the garage there is parking for 1-2 cars, additional storage space, wine closet and seismic improvements. Perfectly located just steps away from the Marina Waterfront, the Palace of Fine Arts and Crissy Field. Short walk to Marina Beach, the Golden Gate Bridge and the Presidio Tunnel Tops Park.",https://photos.zillowstatic.com/fp/f617dd92783f7478436085ed7f63d35c-cc_ft_960.jpg,3.695,True
2146933844,1,2.0,1389.0,Rhode Island St,San Francisco,CA,"Offering a harmonious blend of contemporary design and urban living, this sprawling loft features high ceilings, floor-to-ceiling windows with views of the city skyline and Salesforce Tower, and skylights with natural floodlight to create a welcoming ambience. The open plan living / dining room features a gas fireplace while light wood floors crisscross the spacious home. A modern eat-in kitchen, equipped with sleek stainless steel appliances such as a wine fridge and gas stove with hood, is perfect for culinary enthusiasts. Upstairs, the primary bedroom loft suite offers a quiet retreat with closet, while two well-appointed bathrooms, one on each level, provide comfort and convenience; the unique footpath provides flexible options or office corner with the best views! RARE unit with air conditioning also offers W / D in the unit & NEST-Centro.",https://photos.zillowstatic.com/fp/df27a56f16d212bbd7ebd20fed3417aa-cc_ft_960.jpg,1.2,True
2057147170,1,1.0,592.0,Buena Vista Ave,San Francisco,CA,"Built in 1926 and listed on the National Register of Historic Sites in 1985, 614W is located on the top floor of an elevator building. High ceilings, stainless steel appliances, plenty of storage space and an open floor plan make this a perfect Pied Piper or investment property. 355 Buena Vista is centrally located and within walking distance of Randall Museum, Buena Vista Park, Duboce Park, Cole Valley, Haight Ashbury and Castro.",https://photos.zillowstatic.com/fp/b112855112e7e0d98af8ce0bb0305c5f-cc_ft_960.jpg,0.699,True
96024227,2,1.0,1254.0,15th St,San Francisco,CA,"Sunny Edwardian-style attic condo in one of the most popular central areas of the city. It features two bedrooms, a formal living room that could serve as a third bedroom or as a huge office / study. The bathroom has a clawfoot tub and separate walk-in shower with custom tiles. Open concept kitchen with farmhouse-style sink and a large central island between dining and family rooms. Contemporary details such as two decorative fireplaces and period features have been lovingly preserved. Hot water heating has been upgraded. A huge, lush shared garden is a peaceful oasis. Central location is just moments away from Castro, Duboce Park, shops, cafes, restaurants, public transportation and the Castro Farmers Market.",https://photos.zillowstatic.com/fp/a9baaab72faebf5fd35fb68de3be0457-cc_ft_960.jpg,1.295,True
15192356,4,2.0,1700.0,Montana St,San Francisco,CA,"A completely redesigned house with 4 beds, 2 bathrooms, freshly painted & modernized inside and out, a highly flexible floor plan allows for multiple living options, upon entering you will be greeted by the airy and bright LR with an elegant fireplace, a sparkling kitchen with 2 wine refrigerators and high quality appliances, all housed in thoughtful closets, a huge island for hosts and entertainment that opens into an open concept LR / DR. Directly behind you are 2 naturally bright and spacious bedrooms with large custom-made cabinets, which include a dazzling bathroom with double sink, a spacious bathtub and a glass shower cubicle, a staircase down to find two adtl bedrooms, including a luxurious primary bedroom, a bonus room, perfect for a walk-in closet of your dreams / a cozy office corner, a freshly renovated bathroom with modern tiles and a walk-in glass shower, a spacious backyard with patio and patio access to the 101 / Galleria, and a lot of patios.",https://photos.zillowstatic.com/fp/d4fcec7da7e2775bc921180dc6d51d14-cc_ft_960.jpg,1.198,True
328466982,4,2.0,3370.0,Leavenworth St,San Francisco,CA,"VACANT Duplex. First ever on the market! Top 2bed / 1bath unit has a spacious living room with vaulted ceilings, dining room, laundry room and views of Peekaboo Bay. Lower 2bed / 1bath unit has a newer kitchen and a bathroom with the same amenities. The garage has tandem 3 car parking spaces and a large rear area with development potential. The deep plot has a terrace and a large terraced yard.",https://photos.zillowstatic.com/fp/53342a526a85bd65b0450d4a1ae62e85-cc_ft_960.jpg,2.295,True
79843487,2,2.0,1380.0,Valencia St,San Francisco,CA,"This two-story, extra floor-to-ceiling Inner Mission condo offers a generous floor plan on the top floor with two outdoor terraces and a walk-in primary suite and has been remodeled with high quality finishes and upgrades. Residence # 5 features a 2 BD, 2 BA configuration, ideal for entertaining with a spacious open plan living area surrounded by panoramic views to the east of the city and Bernal Heights. An adjacent dining area offers access to the observation deck for outdoor dining with a colorful city backdrop and seamlessly leads into the updated kitchen with new quartz countertops, new tile floors, new professional appliances and spacious closets. The ground floor bedroom has a spacious layout and has its own walk-in closet and direct access to a converted shared bathroom with shower via a bathtub. The full floor primary suite features multiple panoramic windows, a large walk-in terrace and an outdoor covered entrance to a trendy shopping area.",https://photos.zillowstatic.com/fp/aa7f86bc441a450ea6e0dd688f85de98-cc_ft_960.jpg,1.395,True
332861071,3,3.0,2250.0,23rd St,San Francisco,CA,"Two-story Victorian-style building with detached garage for 2 cars, 2 units and 1 commercial unit. Upper unit features: 2 bedrooms / 1 bathroom, kitchen with breakfast area and separate formal dining room. Lower unit features: 1 bedroom / 1 bathroom on the ground floor, kitchen with breakfast area, extra office space. 1 commercial unit on the corner of the ground floor. It is conveniently located on the corner of 23rd Street and Vermont Ave. Easy walk across from the General Hospital. All units are free and offer potential for current market rents. Excellent investment opportunity or 1031 exchange.",https://photos.zillowstatic.com/fp/b843d7859d0b637a8f31def2ac36a030-cc_ft_960.jpg,1.59,True
15181045,3,3.0,2020.0,Jersey St,San Francisco,CA,"A typical Victorian façade gives way to an airy, refined modernism, open living, fully articulated garden & just the right balance of openness and privacy on an A + block in the heart of the Noe Valley. With bespoke design, intelligent interior design, magnificent natural light and exquisite craftsmanship, this highly refined home combines elegant entertainment and zoom-to-bloom functionality with finesse & grace. The level garden offers real outdoor spaces: a drought tolerant wonderland, lush with native / edible plants: olives, lemons, guavas, lime, Buddhas hand. Anchored in high quality materials and classic details, the main virtues of this polished residence are: high ceilings, expansive open public spaces + gas fireplace, freshly finished bamboo floors, bespoke kitchen & garden access via an impressive steel and glass footbridge.",https://photos.zillowstatic.com/fp/abf68e6ebe7dba5aea6ded755273ad12-cc_ft_960.jpg,2.875,True
2067555915,3,2.0,1400.0,Chula Ln,San Francisco,CA,"In this iconic SF neighborhood, you will stumble across Chula Lane, where you will find a house with a turquoise front door that welcomes you inside and reveals the charm of the house. Next to the entrance is a eat-in kitchen with plenty of space for cabinets, Caesar stone counters and SS appliances. Tall windows fill the kitchen with plenty of light. The cosy living room is warmed by a fireplace with antique iron details. The dining area looks out through French doors onto a glass atrium. On the first floor there is also a private deck and a full bath. Through the atrium you enter the backyard full of bougainvillea, wisteria and Japanese maple. Spacious ceilings for dining and sunbathing areas. Go up the stairs to two bedrooms, one perfect for a home office, the second has plenty of storage space with larger windows to enjoy the view. Upstairs, the spacious primary suite has access to a balcony overlooking the backyard.",https://photos.zillowstatic.com/fp/633eb82b3a5a2d54d03d3372400886bd-cc_ft_960.jpg,1.949,True
