zpid,bed,bath,sqft,street,city,state,overview,image,price
53854671,4,1.0,1089.0,N Burr Ave,Portland,OR,"Presenting an exceptional opportunity to revitalize this enchanting fixer-upper situated in the St. Johns neighborhood, boasting 4 bedrooms and 1 bathroom. The property is offered in its current condition, AS-IS. Adorned with hardwood flooring gracing much of the home, an expansive double tandem detached garage, a fenced yard, and a large storage shed, this dwelling exudes immense potential. Seize the chance to embrace this captivating prospect without delay! 69 walk score, 92 bike score.",https://photos.zillowstatic.com/fp/2246b59ef0301b9f4dba6314e4aed59c-cc_ft_960.jpg,0.29995
53851682,4,2.0,3598.0,SE Madison St,Portland,OR,"Come bring this amazing 1900''s Hawthorne Craftsman back to life! Incredible original hardwoods, high ceilings, stunning character! 4 bedrooms. Zoned R-2.5. Amazing potential! Large deck and incredible detached 4 car garage! Full unfinished basement and attic space for even more potential! Walk to shopping, restaurants, groceries and more! [Home Energy Score = 1. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10219223]",https://photos.zillowstatic.com/fp/020cb21c7d2711c5f89f3f61cac252fa-cc_ft_960.jpg,0.6
2079547239,2,2.0,1300.0,Nw Couch St,Portland,OR,"The Henry. This condos expansive 24ft south facing balcony & fl-clg windows yield views wrapped in downtown, & protected by iconic Powells Books. Open floor plan perfect for entertaining. Wolf & Viking appliances, & balcony w/natural gas line pamper any chef.  The primary bdrm w/ensuite is tucked away w/ jetted soaking tub & separate walk-in shower. Flex den/guest bed is just off 2nd bath. Brewery Blocks location puts you in the center of it all. 100 walk score. Deeded Pking. Tons of storage. Open house",https://photos.zillowstatic.com/fp/abfa7e6ab759d5f4866ccb269dd2e042-cc_ft_960.jpg,0.745
53949685,1,1.0,688.0,SE 87th Ave,Portland,OR,"CALL YOUR INVESTORS! Great investment property in the heart of Portland. A lot of potential to make this home a cute one. It is located on quiet street, just moments from Lents park with quick/convenient freeway access. Main level features hardwood floors, vinyl windows & bedroom w/full bathroom. Additional side entrance could be finished into private access to upper level for additional dwelling or rental. Endless options to customize the space to your needs. Private backyard with tool shed. Home is sold ""as is"", seller to do no repairs. Sq ft not guaranteed, buyer to do their own due diligence.",https://photos.zillowstatic.com/fp/6b5f063fa59f736ae87eef43b8458687-cc_ft_960.jpg,0.249
53999782,3,2.0,2522.0,SW 10th Ave,Portland,OR,"Open House Saturday July 1st from 1:00-3:00pm. Adorable 3 BR 2 BTH 1942 home with lots of warmth, charm and character. 1.09 Acres in the Heart of the City with a Seasonal Creek and trees in your backyard giving you privacy that is hard to find. Front and side yard host fruit trees and blueberry bushes. There is also a nice size shed. Main level has Living Room, Dining Room (with newer Laminate flooring), Kitchen, 2 Bedrooms and a Bathroom. Daylight Basement has the Primary Bedroom with two ways into the Bathroom, another Living area, Laundry and a huge storage area with lots of cabinets, plus a Secondary Entrance. The Daylight Basement is wired for a kitchenette and could possibly be converted into an ADU. The homes oversized One Car Garage is attached by a Breezeway. Roof, Gutters, Gutter Guards, Vinyl Windows and Exterior Paint all done within the last 2 years. Electrical Panel, Interior Paint and 2 Exterior Doors replaced in the last year. Step through the front door and see the beautiful wooded setting that hosts the seasonal creek out of the Dining Room Window. Upstairs bath, bedroom #3, the primary bedroom and the daylight basements extra living area have wooded views as well, making this home your own private oasis. A must see!",https://photos.zillowstatic.com/fp/0547a5aef9c408f91609157c77a5edfc-cc_ft_960.jpg,0.619
82336743,4,3.0,1556.0,SE 141st Ave,Portland,OR,"Very convenient location. Great neighborhood. Well maintained home. Newer exterior paint. Spacious living room with gas fireplace. Kitchen with eating bar and granite slab counter tops. Slider door leads from dining to a large, beautiful deck. Large master with full bath, walk in closet and vaulted ceiling. The upstairs bathrooms have skylight for lots of natural light. Beautiful laminate floors throughout both levels. Clean and neat interior. Central air. Move in ready.",https://photos.zillowstatic.com/fp/133065b1b5b29d96ea4d80968d20f973-cc_ft_960.jpg,0.463
2057493736,1,1.0,728.0,NW Springville Rd,Portland,OR,"Welcome to Courtyards at Springville! This captivating 1-bedroom, 1-bathroom condo offers a lifestyle of comfort and convenience. Spanning across 728 square feet, this remarkable residence features a private 1-car garage and an added bonus, a balcony, providing the perfect space to relax and unwind while enjoying the surrounding views.As you enter, you'll be greeted by the impeccable new LVP flooring that flows seamlessly throughout the entire unit, creating a sense of luxury and sophistication. The fresh paint enhances the overall aesthetic, making it a truly inviting space to call home.The heart of this condo is the spacious and elegant formal dining room. Whether hosting intimate dinner parties or enjoying a quiet meal, this area offers a perfect setting to create lasting memories with friends and loved ones.The living area is a cozy retreat, complete with a wood-burning fireplace that adds warmth and character. The soaring vaulted ceilings create an airy ambiance, amplifying the sense of space and freedom.The tranquil bedroom provides a peaceful sanctuary to rest and rejuvenate. Wake up to an abundance of natural light streaming through the windows and enjoy the convenience of a well-appointed bathroom with modern fixtures and finishes.One of the standout features of this condo is the balcony, offering a serene outdoor space to relax and enjoy your morning coffee or evening sunsets. The added storage space ensures that your belongings are easily organized and accessible.Courtyards at Springville community offers an array of amenities designed to enhance your lifestyle. Enjoy leisurely walks through meticulously maintained common areas and courtyards, fostering a sense of community and tranquility.Conveniently located, this condo provides easy access to a variety of shopping, dining, and entertainment options. Major highways are just moments away, streamlining your commute and allowing you to explore all that the area has to offer.",https://photos.zillowstatic.com/fp/9030cbbf119edb6a44a90f36301c4b34-cc_ft_960.jpg,0.255
2057594069,2,3.0,1040.0,SE Haig St,Portland,OR,"Welcome to Waverleigh Place! This stunning 2bd/2.1ba new construction end-unit is the epitome of modern convenience and design sophistication. List price based on buyer qualifying for HOTLE program through the PHB; max net income 114.4K; reduced property taxes (up to 75%) for 10 years; save thousands! Kit fea: cascading quartz, custom cabs, gas/ss-appl, eat bar. Main Flr: tons of natural light, 9'' slider, firlpl, lam-flr. Primary bedroom: On-suite, dbl-clo, dbl-vanity, vaulted ceilings. 2nd bedroom w/ on-suite, laundry, ww-carp. Additional features: mini-splits, blt-ins, patio, window coverings, fenced backyard. Blocks to: coffee, John''s Marketplace Food Pod w/ award winning JoJo, Target, Studio One Theater, Creston Park/Pool; Track. Woodstock/Hawthorne adjacent; easy access to inner SE PDX amenities and eateries another quality development by Etruscan Custom Homes; trusted, local builder! [Home Energy Score = 10. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10215341]",https://photos.zillowstatic.com/fp/3df517d9697084f9d11eaafa37b15624-cc_ft_960.jpg,0.4269
53888487,3,1.0,1824.0,NE 31st Ave,Portland,OR,"Charming move-in ready Concordia Bungalow on a pride-of-ownership street. Light-filled 2 bedrooms & full bath on main + 3rd bedroom, bonus & Family room down. Gorgeous hardwood floors, wood-burning fireplace & classic original built-ins. Kitchen boasts granite counters & sunny breakfast nook. Perfectly-sized, private fenced yard with room for gardening & entertaining. Geat carport with alley access. Coffee on Ainsworth + U of Portland Campus, Fernhill Park. Come see this gem and you'll feel right at home!",https://photos.zillowstatic.com/fp/a1b2faa687db91d61bb3884234075910-cc_ft_960.jpg,0.465
2056601349,1,2.0,1154.0,SW 10th Ave,Portland,OR,"Imagine living in your Ritz-Carlton Residence and connecting to the most creative community of influencers locally and globally. The gateway to the very best of Northwest living invites indulgence in unparalleled amenities including an exclusive Owners'' Lounge with outdoor terrace as well as access to the Olympic-level fitness facility, luxury spa and premium dining on the 20th floor. Enjoy dedicated entry and high-speed elevators and 24-hour concierge service. Private tours available now.",https://photos.zillowstatic.com/fp/24a71d686e28fe1b82602cf00c589997-cc_ft_960.jpg,1.64
2066350257,2,2.0,1367.0,NW Larson Rd,Portland,OR,"This is your chance to live the ultimate in floating home lifestyle. Channel Island, on the Multnomah Channel, is one of the most sought after moorages in Oregon. This home comes with slip ownership, a TWO CAR garage with stairs to a huge loft, gated parking, and manicured grounds. Here is one of the best features of the marina, owners slips include usage on both sides of the dock. That means you can keep a boat on the shore side of the dock up to 37''!  Now on to the house features. Freshly painted exterior, new luxury vinyl flooring, updated main bath, & wavy wow factor feature wall. The bedroom on the main features a Murphy bed, barn style door, and private side entrance. The primary bedroom has a view, walk in closet, and new showstopper marble bath. The house has geothermal heating and cooling, super efficient. As if the garage, location, and ability to use both sides of the dock was not enough, welcome to outdoor space galore. You can host quite a gathering on this deck with lots of afternoon sun. Never run of of propane for your grill, it''s plumbed in! There are two storage sheds attached to the house and accessible from the outside. Sturdy new ramp too! The sunrises and sunsets are stunning! Years later you will still be reaching for your camera to take photos. Live close to the city and come home to the epitome of a vacation lifestyle.",https://photos.zillowstatic.com/fp/23f295e0faa761a1ba19161260734f35-cc_ft_960.jpg,0.68
53842432,3,2.0,1894.0,SE Stephens St,Portland,OR,"Entering this original-owner''s 1970''s split level ranch on the main floor immediately harkens back to a Brady Bunch vibe...Marcia! Marcia! Marcia! Enjoy living on Mt Tabor with easy access to the park within 2 blocks. The park was just recognized and named the nations first ''Urban Quiet Park'' by the Quiet Parks International organization. This home''s large corner lot is surrounded by a Japanese-inspired lush and mature landscape for plenty of privacy and the side yard is also ready to be used to further expand the backyard for even more entertaining and play space. There is also an adjacent public area along the lot east border for a sense of even more space. You can hike the park then come home to jump in your very own in-ground pool to cool off and relax - it''s so private you could be tempted to skinny dip! Pool is even heater-ready for either a standard furnace or solar system to be able to extend the swim season longer. The A/C and 95%+ furnace will keep you comfortable all year long. A new roof and recently rebuilt chimney gives lots of confidence this home will keep you safe and dry. There will be plenty of room for everyone with a Primary bedroom with a full bath, plus 2 more bedrooms and hall bath - all on the upper level. The rare attached 2-car garage has a convenient entry door directly down a few steps to the lower level. As part of the home''s original build the lower level has already been framed out with an area that could be a family/bonus/media room, another bedroom already with a proper egress window, the laundry room and it''s even plumbed for an additional bathroom giving added living square footage and an immediate increase in value when completed. Now it''s just waiting and ready for your own finishing touch choices. Don''t let someone else who won''t be living there make the design choices of your home. Be in control of putting your own fingerprint on this blast from the past and take it into its next chapter of life with you in the drivers seat. [Home Energy Score = 3. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10218752]",https://photos.zillowstatic.com/fp/72a42574dc1767ce828accb629a652bf-cc_ft_960.jpg,0.64879
53828130,4,2.0,2085.0,SE 110th Ave,Portland,OR,"This one level Ranch has a great layout. So much room! 4 bedrooms, 2 Bathrooms. A Living Room as well as a Family room.  Located on a large .43 Acre Lot. The Seller had a huge garden in the spacious backyard. This home is solid and has ""good bones"".  It is in need of cosmetic updating!  Bring your ideas and make it your own! There are wood floors under the carpet in the main living areas. This large lot may be dividable, Buyer to do due diligence. Don''t miss out!  This one is priced to sell!  Professional Pictures coming soon.",https://photos.zillowstatic.com/fp/84203b8ac788737b1ebd5728259e6180-cc_ft_960.jpg,0.45
48561732,5,7.0,6861.0,SW Fairfax Pl,Portland,OR,"Spectacular Estate at the peak of Catlin Crest in Washington County. An entertainers dream-Top of the World Westerly views overlooking the Coast Range and stunning sunsets. A timeless traditional with entirely main level living, gourmet kitchen with great room concept; main level den/office; large guest suites w/large bonus room, space for a home gym and oversized 3 vehicle garage. Situated at the end of a quiet cul-de-sac in a private, gated neighborhood.",https://photos.zillowstatic.com/fp/ed0a026f37c6b892f215888f0c2d55d6-cc_ft_960.jpg,4.298
53827386,4,2.0,2830.0,NE Sumner St,Portland,OR,"Amazing Wilshire,Beaumont Village all of the best.Over sized lot/7600 sqft lot. Plans/drawings.Build additional home/duplex.Endless options to make this our own. Community garden at front door. Owner contract options.Open house Saturday 12-2pm",https://photos.zillowstatic.com/fp/fc693814e1d5403d2653aca93ff9528a-cc_ft_960.jpg,0.499
53944400,1,1.0,617.0,NW 12th Ave,Portland,OR,"Courtyard condo with desirable floor plan. Light and bright, with  plenty of storage. Loft style bedroom w/double closets, and carpet-to be replaced with accepted offer. Included with purchase is the full appliance package including stackable washer and dryer in unit. Lovely gas fireplace with mantle, tall ceilings, and open concept creates a perfect condo experience. Gleaming light wood details and chrome finishes throughout!  2 small pets are ok under 65 lbs. Private storage #30 included, and deeded parking space #125 located in secure underground parking garage. Gated, with private balcony overlooking courtyard gardens and patios. Located in the Pearl, conveniently located near shopping, parks and dining. Start enjoying the lifestyle of the Pearl district. Very strong and healthy HOA. Low monthly fees are only $302/month.",https://photos.zillowstatic.com/fp/7fe7a3b4c5f0e7035d198c9ea5697902-cc_ft_960.jpg,0.34
53965994,2,2.0,1954.0,SE Belmont St,Portland,OR,"This classic 1940s bungalow is located at the base of Mt Tabor Park, providing a picturesque setting. As you enter the home, you''re greeted by gleaming hardwood floors and a spacious living room adorned with a gas fireplace/mantle and coved ceilings, adding a touch of elegance. Adjacent to the living room is the formal dining area, conveniently located near the efficient kitchen.The main floor of the bungalow features two well-sized bedrooms and a bathroom with access to a large deck. This outdoor deck acts as an additional living space, perfect for relaxing or entertaining guests. The private backyard boasts native plants and flowers, creating a lovely and tranquil environment. Additionally, there is a charming outbuilding shed on the property.The lower level of the home offers versatility, with a non-conforming bedroom and a full bathroom. This space could be transformed into a separate apartment if desired. In addition to the bedroom and bathroom, the lower level includes a family room area or office space, as well as a laundry room with a sink.The location of the bungalow is highly desirable, as it is just blocks away from the entrance to Mt Tabor Park. The park offers miles of trails, old-growth trees, and scenic views. You can also take a short walk up to the Montavilla area, which features a Farmers Market, theater, pubs, award-winning restaurants, coffee shops, and a bakery. Alternatively, walking down to the Belmont/Hawthorne area provides access to similar amenities. Just blocks to Glencoe grade school as well.  For those who require easy access to freeways or prefer public transportation, the bungalow is conveniently located near freeway entrances and is served by the 15 bus line, which takes you directly to downtown.Overall, this classic 1940s bungalow offers a combination of charm, functionality, and a prime location, making it a desirable home for those seeking a comfortable and convenient lifestyle.",https://photos.zillowstatic.com/fp/cda55bd3786784d0b65c84c4f5b06e64-cc_ft_960.jpg,0.55
53861856,3,2.0,1225.0,SE 127th Ave,Portland,OR,"Remodeled 1 Story Ranch with small ADU/Studio in the back (House is 3Bed 2 Bath & ADU/ Studio has 1 Bath & Laundry Hookups, Wet Bar/ Sink). New Waterproof Vinyl Floors, New Cadet Wall Heaters, New Toilets, Built In BBQ. All Appliances will stay. Large fenced drive through yard with plenty of parking. [Home Energy Score = 1. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10182748]",https://photos.zillowstatic.com/fp/0a66c2bb3da388b7c865a2a69f2d1517-cc_ft_960.jpg,0.3799
53831477,4,3.0,2327.0,NE Fremont St,Portland,OR,"Renovated gem that fully maximizes functionality & flow! No expense spared in transforming this beauty into a true masterpiece. New roof, gutters, windows, & doors for aesthetic appeal & enhanced energy efficiency. The garage door, porch tile, & railings create an inviting entrance. The electrical panel, meter, & wiring have been updated, providing peace of mind & modern convenience. The water lines, drains, & water heater have been replaced, ensuring worry-free living. The furnace, ductwork, & AC have all been upgraded, allowing for year-round comfort. The finer touches include fresh ext paint & fixtures for a clean, contemporary look. The galley kitchen has been transformed w/ new cabinets, countertops, backsplash, & appliances, making it a culinary dream come true. A cozy breakfast nook w/convenient patio access that is perfect for enjoying your morning coffee. New shower, tub, vanities, fixtures, & mirrors have all been carefully selected to create a spa-like experience in all bathrooms. The doors & hardware have been replaced, giving each room a touch of elegance. The drywall, trim, flooring, interior paint, fixtures, & even the fireplace tile/mantle have been tastefully upgraded, creating a seamless blend of modern design & classic charm. The spacious primary suite occupies the entire upper level & offers a private sanctuary to unwind & relax. The 2nd bedroom/bathroom on the main floor offer flexibility & convenience. 2 bedrooms, a full bathroom + bonus in the finished basement provide ample space for guests, possible ADU/rental, or just a place to gather & create memories. Situated on a spacious newly landscaped lot, this property also boasts a detached garage w/an abundance of off-street parking. Don''t miss this incredible opportunity to own a meticulously renovated home in an unbeatable location, with the convenience of being on the bus line and close to everything that Portland has to offer! Open 7/6 from 3-6pm & 7/9 from 1-4pm!!! [Home Energy Score = 1. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10203520]",https://photos.zillowstatic.com/fp/ef52fb04a768c2838e1d58cc0d56b3dc-cc_ft_960.jpg,0.75
176534586,1,1.0,373.0,SE Stark St,Portland,OR,"PRICED TO SELL! Modern style mobile home in convenient location. This one bedroom and one bathroom is ready for you to come and enjoy it. Open floor plans with Hard wood vinyl floors. This is an All-ages community. Come take a look fast, it won't last!",https://photos.zillowstatic.com/fp/b475b919abdc6bf1672697d5458ae58c-cc_ft_960.jpg,0.039
119270325,5,5.0,4580.0,SW Grenwolde Pl,Portland,OR,"The time is right because it's not every day that you find a Silver LEED rated home built in 2015 with all of one's wish list items actually materializing. Take for example, items on your wish list that include a newly built home with plenty of room to allow for the separation of activities and lifestyle, and being in a good neighborhood! This home really does check a lot of boxes, including one of the best public school districts in all of Portland Public Schools, Ainsworth Elementary. How many times have we all wished to live on a quiet dead-end street away from cars bustling around to and from their destinations? Well, that can be checked off too, a home that sits proudly on a dead-end street and yet is still close enough to neighborhood access so that you don't feel isolated. A good-sized yard, a long driveway, and plenty of deck space offer outdoor access to stretch and play or get in a game of horse with the attached basketball hoop. Take a moment to look closely at what this home has to offer: A newer 2015 construction that translates into low-maintenance systems. Modern design and amenities give you updated aesthetics and style. Ample room within the 4589 square foot home, providing bedrooms, common rooms, private suites, bonus spaces, and places to gather as one. Of course, the location is A+ and is close to restaurants, shopping, freeway access, and only a few blocks to schools. Looking for the complete package that you want to make your own? Then look no further than 2635 SW Grenwolde Pl, and make this your home. [Home Energy Score = 3. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10126105]",https://photos.zillowstatic.com/fp/ece5e73ac8b528c165e55012a6f1eae4-cc_ft_960.jpg,1.795
2104704802,5,3.0,2512.0,SE 28th Ave,Portland,OR,"What a find! This fully updated two unit bungalow offers prime location and income potential, just minutes away from the Woodstock/Reed College area. The main home features an owner's suite upstairs with full bath, two bedrooms, and additional full bath on the main level. Abundant light filled living spaces, cozy fireplace, wood floors, and high ceilings will make you feel right at home. The kitchen features granite counters, tile, SS appliances and ample storage. Enjoy entertaining and watching the sunset over the West Hills on the large deck above the attached garage. The fully permitted lower level ADU is a great investment opportunity with continued rental income potential, or possibly used as an Airbnb.  This updated ADU features a large open living space with a gas fireplace, full kitchen, dining area, two large bedrooms and a full bathroom. Don't miss out on this incredible opportunity!",https://photos.zillowstatic.com/fp/0d9a7245fe733156ff4b89f28ef322c9-cc_ft_960.jpg,0.7149
53991089,2,1.0,989.0,SE Carlton St,Portland,OR,"Timeless Mt. Scott-Arleta Victorian! Sweet opportunity to own a lovely Victorian with timeless appeal near Mt. Scott Park. Set on a large fenced lot, the welcoming front porch features unique details and ample space for summer relaxation. Natural light floods the living room thanks to a large picture window, while elegant hardwood floors enhance the character and history of this 1907 gem. Host dinner parties in the sophisticated formal dining room with beautiful built-ins. Kitchen feels fresh and gently updated. Cozy retreat upstairs with 2 bedrooms featuring dormer ceilings. Beautiful yard offers a perfect mix of sun and shade with thoughtful, mature landscaping, plus, includes a nice-sized private driveway. Close to Mt. Scott Community Center and Indoor Pool, Portland Mercado, coffee/bars/dining on Foster, with quick access to I-205. Zoned CE - Commercial Employment, MU-C - Mixed Use - Civic Corridor - buyer to do their own due diligence. [Home Energy Score = 2. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10214970]",https://photos.zillowstatic.com/fp/a04f6bdb5aa85a6eddd1debe06379604-cc_ft_960.jpg,0.399
53909774,3,3.0,2514.0,NE Failing St,Portland,OR,"This captivating property showcases the distinctive charm of mid-century design while offering a host of modern updates and amenities to create an exceptional living experience.Step inside to a dedicated foyer adorned with characteristic slate tile flooring, setting the tone for the timeless style found throughout the home. Designed with entertaining in mind, the open main level boasts newly refinished Maple floors and a gas fireplace, creating a warm and inviting ambiance. A sliding glass door from the dining room leads to a generous patio, perfect for seamless indoor-outdoor gatherings this summer. The tasteful kitchen features travertine tile floors, stainless steel appliances, and a convenient breakfast bar.The upper level showcases hardwood floors throughout. The primary suite is a peaceful retreat, featuring a private balcony overlooking the tranquil backyard. Two additional bedrooms share a full hallway bathroom complete with a jetted tub.The lower level includes an expansive family room with tile floors, complemented by a second gas fireplace. This level also provides space for hobbies, a third full bathroom, and a laundry room.This remarkable property goes above and beyond with its additional finished spaces: a detached music studio with soundproofing and a detached office that is perfect for remote working.Enjoy outdoor living at its finest with a greenhouse to nurture your gardening passion, a hot tub, a custom wall crafted from recycled Portland sidewalks, a covered patio for year-round enjoyment, and xeriscape landscaping.",https://photos.zillowstatic.com/fp/fe750c03cba357caf3dc9f60455e8399-cc_ft_960.jpg,0.699
53972211,2,1.0,880.0,SE Reedway St,Portland,OR,"OPEN HOUSE SAT 7/1 1-3PM. Welcome to this renovated and newly landscaped property. Versatile two bedroom, one bathroom home boasts a spacious and open kitchen/dining/living room, and a bonus space for office, creativity, playroom, or fitness. Step outside to a large backyard with raised beds, flowers, shrubs, and trees. Entertain, garden, or relax on the back patio.  In the large detached garage, find great storage solutions, space to convert for guests or renters, or create a dream work space ? and all of this situated on an alley. With a 70 walk score and a 98 biker?s paradise score, get to shops, parks, cafes and around the city with ease! [Home Energy Score = 9. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10215661]",https://photos.zillowstatic.com/fp/2c76767d75c355fd6bd45054c849acbf-cc_ft_960.jpg,0.428
53818121,2,2.0,1038.0,SE 67th Ave,Portland,OR,"Welcome to your dream urban garden escape! This adorable and newly updated home is move in ready, clean and bright and ready to welcome you! The picturesque white picket fence welcomes you to this 2 bedroom and 2 bathrooms sweetie! The original hard wood floors have been newly refinished and shined up in the living room, hallway and primary bedroom. The newly carpeted second bedroom is quietly nestled in the back of the house with it''s own private en suite bathroom and laundry room! So private and quiet, it would also make an excellent office space. Completely updated kitchen with all new stainless appliances, quartz counter tops, brand new large basin sink, tile backsplash and Pergo floors! Time to get cookin''! The primary bedroom is on the other side of the kitchen, also very private and looks on to the beautiful and spacious backyard paradise! The backyard is a hidden gem to this home with a large lot, established landscaping, a shed, mature trees and grape vines and a fig tree. New bark chips and garden beds are ready for your summer garden and entertaining! The work has all been done for you, all you have to do is enjoy it!! Summer-ready!Close to Foster and all the lively activities, eateries, entertainment, shopping, bus line and more!  Come see why the neighbors have all lived in this neighborhood for decades!",https://photos.zillowstatic.com/fp/d5b71d49d1c9b32f47534872814cce93-cc_ft_960.jpg,0.4285
54002408,3,2.0,1618.0,SE Tibbetts St,Portland,OR,"Amazing backyard at this 3 bedroom home in Portland. Quiet, dead end street just off of 122nd but surprisingly super quiet and serene! Please review the attached inspection report and drive by home prior to scheduling a viewing. Home is being sold in as-is condition, price point is in lieu of any repairs, most likely require a rehab loan or cash purchase. Great opportunity to own a home!",https://photos.zillowstatic.com/fp/e32d63a687a043249a901ca89f68b484-cc_ft_960.jpg,0.315
2059031967,2,2.0,1177.0,SE Cherry Blossom Dr,Portland,OR,"Price includes large grants. Resale, owner-occupancy and other restrictions apply. To keep the house affordable, Buyer profit at resale is limited to 25% of appreciation. Max income is $63,150 for a household of 1, $72,200 for 2, $81,200-3, 90,200-4, 97,450-5. Buyer must be pre-approved by a Proud Ground approved lender. Submit an application to, and receive an invitation from Proud Ground before submitting an offer.",https://photos.zillowstatic.com/fp/73347cca5878b23d149f4d5f7584af72-cc_ft_960.jpg,0.193
48213098,2,1.0,788.0,SE 77th Ct,Portland,OR,"Why pay rent when you can own?! Great starter home for someone looking to start earning equity vs renting. Quaint house on a large corner lot with a good sized fenced yard and ample parking.  House is located within blocks of shopping, public transportation and the interstate.  House can use updating as time and money allow, but is completely livable....for under $300K with no HOA''s!",https://photos.zillowstatic.com/fp/6fd50d848919ae8ccbc8209414f3c0d7-cc_ft_960.jpg,0.285
53955426,3,2.0,1357.0,SE Stephens St,Portland,OR,"This move-in ready, very well-maintained home is located in a quiet neighborhood, conveniently located, near schools and essential services. There is a cozy wood burning stove in living room, 3 bedrooms, plus extra space in a 14x16 bonus room! The ample backyard is level, fully fenced for privacy, has a patio, covered deck, raised garden beds, tool shed, woodshed, BBQ pit and is perfect for outdoor activities! The roof and 6"" gutters were newly installed in 2019.Additional upgrades include: new dishwasher, upgraded vinyl windows, new water line from street to house, and fresh interior paint throughout. Space for RV parking. Listing broker is related to seller.",https://photos.zillowstatic.com/fp/5f128f639a2e4e6f1f273a9b05ae5af0-cc_ft_960.jpg,0.435
53874806,4,3.0,2440.0,SW Terrace Dr,Portland,OR,"Prepare to be DAZZLED by this MID-CENTURY MODERN transformation. Sweeping VIEWS and rock star aesthetics that will take your breath away. DESIGN and STYLE come together that make this one of Portland's most EXCLUSIVE properties in one of the city's best neighborhoods. An ENTERTAINER or FAMILY dream home steps away from top rated Ainsworth Elementary. Situated on a quiet street, this will change your perspective of urban living. Custom wine storage, oversized 2 car garage and plenty of flex space; truly a home to be proud of. Minutes to downtown this coveted Portland Heights Neighborhood home has parks, shops, trails and more. This is one that will surely go fast!!!",https://photos.zillowstatic.com/fp/6bf832b7e4c893978ef4156977d99d87-cc_ft_960.jpg,1.167
53885030,4,3.0,3291.0,SW Plum Ct,Portland,OR,"Welcome to the official start of summer! Come and experience the charm of this captivating 1970s ranch-style home, complete with a delightful daylight basement and an inviting pool. The living room greets you with its soaring vaulted ceilings, skylights, and a cozy wood-burning fireplace, creating a warm and inviting atmosphere. Through the generous windows, you can revel in the picturesque views of the surrounding nature. While the kitchen retains some of its vintage flair, it offers a well-thought-out layout with a spacious island and a dining area. The large windows in the kitchen provide delightful views of your private backyard and the inviting pool. On the main level, you will discover a primary bedroom with an attached bathroom and a balcony where you can savor your morning coffee while overlooking the pool. An additional bedroom and bathroom can also be found on this level, ensuring ample space for your needs. The finished daylight basement offers not only abundant storage but also a second living or family room with direct access and views of the pool. Two more bedrooms and another bathroom in the basement offer convenient access to the pool area. You will also be pleasantly surprised to find a sauna tucked away in the basement, alongside the laundry room. The property provides various storage options, including closets, a dedicated storage room in the basement, and a garage.The backyard is truly the highlight of this home, boasting a captivating pool that invites you to host unforgettable pool parties and bask in the sun within a private and lush green setting. Nestled in a tranquil pocket neighborhood, this home enjoys a central location in Southwest Portland. You will have easy access to the freeway, nearby parks and hiking trails, reputable schools, and convenient grocery stores. Don't miss the opportunity to explore this remarkable property! We look forward to welcoming you! [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10191394]",https://photos.zillowstatic.com/fp/84d1554a5ac4f8fcb8b3b09a14f434b4-cc_ft_960.jpg,0.745
2056814814,2,1.0,1976.0,Cesar Estrada Chavez Blvd,Portland,OR,"Located in-between Hathorne & Division on Cesar E Chavez blvd, this charming 1919-built bungalow exudes character and warmth, offering a comfortable living space with a touch of nostalgia. With its two bedrooms, one bathroom, and 1008 square feet on the main level, this residence provides a cozy atmosphere for you to call home. Fresh new paint adorns both the interior and exterior of the house, giving it a vibrant & inviting feel. New two stage furnace installed in 2022. The hardwood floors add a classic touch, showcasing the timeless beauty of natural wood.  The layout of the home is thoughtfully designed, with a functional flow between the rooms. The bedrooms feature large walk-in closets, providing ample storage space. The dining room boasts built-in features, adding a touch of sophistication and providing a perfect space for entertaining guests or enjoying family meals. The room is bathed in natural light, creating a warm & welcoming ambiance. The kitchen is a blank slate ready for your renovations. One of the highlights of this property is the landscaped backyard oasis. Imagine spending sunny afternoons in this serene retreat, surrounded by raised flower beds, river rocks, lush greenery and new 7 ft back fence. The blueberry and raspberry bushes add a delightful touch, providing the opportunity to enjoy homegrown fruits right in your backyard. The unfinished basement, spanning 968 square feet, offers endless possibilities. This blank canvas allows you to unleash your creativity and personalize the space to suit your needs. With a little TLC and some sweat equity, you can transform this area into a family room, a home office, or any other space that complements your lifestyle. This bungalow is not only a cozy abode but also a place where you can invest in your future. The potential for increasing the home''s value through updates and renovations is vast, providing an opportunity for you to put your personal touch on every corner of the property. Selling as-is. [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10219185]",https://photos.zillowstatic.com/fp/d1f5c583cc5df19bce6fcbc8b26fba6e-cc_ft_960.jpg,0.425
